date,day_of_week,hour,covers,weather,is_holiday,is_special_event,notes
2024-01-13,Saturday,20,76,cloudy,False,False,
2024-01-13,Saturday,21,56,cloudy,False,False,
2024-01-13,Saturday,22,29,cloudy,False,False,
2024-01-14,Sunday,11,29,cloudy,False,False,
2024-01-14,Sunday,12,63,cloudy,False,False,
2024-01-14,Sunday,13,81,cloudy,False,False,
2024-01-14,Sunday,14,63,cloudy,False,False,
2024-01-14,Sunday,15,28,cloudy,False,False,
2024-01-14,Sunday,16,16,cloudy,False,False,
2024-01-14,Sunday,17,34,cloudy,False,False,
2024-01-14,Sunday,18,55,cloudy,False,False,
2024-01-14,Sunday,19,75,cloudy,False,False,
2024-01-14,Sunday,20,75,cloudy,False,False,
2024-01-14,Sunday,21,54,cloudy,False,False,
2024-01-14,Sunday,22,31,cloudy,False,False,
2024-01-15,Monday,11,17,cloudy,False,False,
2024-01-15,Monday,12,32,cloudy,False,False,
2024-01-15,Monday,13,35,cloudy,False,False,
2024-01-15,Monday,14,28,cloudy,False,False,
2024-01-15,Monday,15,14,cloudy,False,False,
2024-01-15,Monday,16,9,cloudy,False,False,
2024-01-15,Monday,17,19,cloudy,False,False,
2024-01-15,Monday,18,31,cloudy,False,False,
2024-01-15,Monday,19,39,cloudy,False,False,
2024-01-15,Monday,20,40,cloudy,False,False,
2024-01-15,Monday,21,27,cloudy,False,False,
2024-01-15,Monday,22,16,cloudy,False,False,
2024-01-16,Tuesday,11,11,rainy,False,False,
2024-01-16,Tuesday,12,28,rainy,False,False,
2024-01-16,Tuesday,13,33,rainy,False,False,
2024-01-16,Tuesday,14,21,rainy,False,False,
2024-01-16,Tuesday,15,12,rainy,False,False,
2024-01-16,Tuesday,16,7,rainy,False,False,
2024-01-16,Tuesday,17,14,rainy,False,False,
2024-01-16,Tuesday,18,26,rainy,False,False,
2024-01-16,Tuesday,19,32,rainy,False,False,
2024-01-16,Tuesday,20,28,rainy,False,False,
2024-01-16,Tuesday,21,23,rainy,False,False,
2024-01-16,Tuesday,22,13,rainy,False,False,
2024-01-17,Wednesday,11,15,cloudy,False,False,
2024-01-17,Wednesday,12,41,cloudy,False,False,
2024-01-17,Wednesday,13,50,cloudy,False,False,
2024-01-17,Wednesday,14,32,cloudy,False,False,
2024-01-17,Wednesday,15,18,cloudy,False,False,
2024-01-17,Wednesday,16,10,cloudy,False,False,
2024-01-17,Wednesday,17,22,cloudy,False,False,
2024-01-17,Wednesday,18,39,cloudy,False,False,
2024-01-17,Wednesday,19,51,cloudy,False,False,
2024-01-17,Wednesday,20,44,cloudy,False,False,
2024-01-17,Wednesday,21,36,cloudy,False,False,
2024-01-17,Wednesday,22,19,cloudy,False,False,
2024-01-18,Thursday,11,18,cloudy,False,False,
2024-01-18,Thursday,12,44,cloudy,False,False,
2024-01-18,Thursday,13,49,cloudy,False,False,
2024-01-18,Thursday,14,37,cloudy,False,False,
2024-01-18,Thursday,15,19,cloudy,False,False,
2024-01-18,Thursday,16,12,cloudy,False,False,
2024-01-18,Thursday,17,30,cloudy,False,False,
2024-01-18,Thursday,18,34,cloudy,False,False,
2024-01-18,Thursday,19,55,cloudy,False,False,
2024-01-18,Thursday,20,43,cloudy,False,False,
2024-01-18,Thursday,21,35,cloudy,False,False,
2024-01-18,Thursday,22,21,cloudy,False,False,
2024-01-19,Friday,11,22,rainy,False,False,
2024-01-19,Friday,12,44,rainy,False,False,
2024-01-19,Friday,13,57,rainy,False,False,
2024-01-19,Friday,14,35,rainy,False,False,
2024-01-19,Friday,15,25,rainy,False,False,
2024-01-19,Friday,16,14,rainy,False,False,
2024-01-19,Friday,17,29,rainy,False,False,
2024-01-19,Friday,18,45,rainy,False,False,
2024-01-19,Friday,19,55,rainy,False,False,
2024-01-19,Friday,20,54,rainy,False,False,
2024-01-19,Friday,21,41,rainy,False,False,
2024-01-19,Friday,22,20,rainy,False,False,
2024-01-20,Saturday,11,22,rainy,False,False,
2024-01-20,Saturday,12,52,rainy,False,False,
2024-01-20,Saturday,13,68,rainy,False,False,
2024-01-20,Saturday,14,51,rainy,False,False,
2024-01-20,Saturday,15,23,rainy,False,False,
2024-01-20,Saturday,16,14,rainy,False,False,
2024-01-20,Saturday,17,30,rainy,False,False,
2024-01-20,Saturday,18,49,rainy,False,False,
2024-01-20,Saturday,19,75,rainy,False,False,
2024-01-20,Saturday,20,65,rainy,False,False,
2024-01-20,Saturday,21,41,rainy,False,False,
2024-01-20,Saturday,22,27,rainy,False,False,
2024-01-21,Sunday,11,31,sunny,False,False,
2024-01-21,Sunday,12,78,sunny,False,False,
2024-01-21,Sunday,13,77,sunny,False,False,
2024-01-21,Sunday,14,71,sunny,False,False,
2024-01-21,Sunday,15,31,sunny,False,False,
2024-01-21,Sunday,16,17,sunny,False,False,
2024-01-21,Sunday,17,41,sunny,False,False,
2024-01-21,Sunday,18,77,sunny,False,False,
2024-01-21,Sunday,19,86,sunny,False,False,
2024-01-21,Sunday,20,76,sunny,False,False,
2024-01-21,Sunday,21,54,sunny,False,False,
2024-01-21,Sunday,22,32,sunny,False,False,
2024-01-22,Monday,11,12,rainy,False,False,
2024-01-22,Monday,12,22,rainy,False,False,
2024-01-22,Monday,13,30,rainy,False,False,
2024-01-22,Monday,14,22,rainy,False,False,
2024-01-22,Monday,15,13,rainy,False,False,
2024-01-22,Monday,16,6,rainy,False,False,
2024-01-22,Monday,17,16,rainy,False,False,
2024-01-22,Monday,18,24,rainy,False,False,
2024-01-22,Monday,19,28,rainy,False,False,
2024-01-22,Monday,20,31,rainy,False,False,
2024-01-22,Monday,21,22,rainy,False,False,
2024-01-22,Monday,22,11,rainy,False,False,
2024-01-23,Tuesday,11,12,rainy,False,False,
2024-01-23,Tuesday,12,26,rainy,False,False,
2024-01-23,Tuesday,13,27,rainy,False,False,
2024-01-23,Tuesday,14,26,rainy,False,False,
2024-01-23,Tuesday,15,12,rainy,False,False,
2024-01-23,Tuesday,16,8,rainy,False,False,
2024-01-23,Tuesday,17,16,rainy,False,False,
2024-01-23,Tuesday,18,25,rainy,False,False,
2024-01-23,Tuesday,19,33,rainy,False,False,
2024-01-23,Tuesday,20,31,rainy,False,False,
2024-01-23,Tuesday,21,22,rainy,False,False,
2024-01-23,Tuesday,22,12,rainy,False,False,
2024-01-24,Wednesday,11,12,rainy,False,False,
2024-01-24,Wednesday,12,30,rainy,False,False,
2024-01-24,Wednesday,13,37,rainy,False,False,
2024-01-24,Wednesday,14,24,rainy,False,False,
2024-01-24,Wednesday,15,15,rainy,False,False,
2024-01-24,Wednesday,16,8,rainy,False,False,
2024-01-24,Wednesday,17,18,rainy,False,False,
2024-01-24,Wednesday,18,29,rainy,False,False,
2024-01-24,Wednesday,19,33,rainy,False,False,
2024-01-24,Wednesday,20,33,rainy,False,False,
2024-01-24,Wednesday,21,26,rainy,False,False,
2024-01-24,Wednesday,22,14,rainy,False,False,
2024-01-25,Thursday,11,18,sunny,False,False,
2024-01-25,Thursday,12,43,sunny,False,False,
2024-01-25,Thursday,13,56,sunny,False,False,
2024-01-25,Thursday,14,46,sunny,False,False,
2024-01-25,Thursday,15,25,sunny,False,False,
2024-01-25,Thursday,16,13,sunny,False,False,
2024-01-25,Thursday,17,27,sunny,False,False,
2024-01-25,Thursday,18,47,sunny,False,False,
2024-01-25,Thursday,19,59,sunny,False,False,
2024-01-25,Thursday,20,61,sunny,False,False,
2024-01-25,Thursday,21,40,sunny,False,False,
2024-01-25,Thursday,22,24,sunny,False,False,
2024-01-26,Friday,11,29,sunny,False,False,
2024-01-26,Friday,12,64,sunny,False,False,
2024-01-26,Friday,13,81,sunny,False,False,
2024-01-26,Friday,14,61,sunny,False,False,
2024-01-26,Friday,15,29,sunny,False,False,
2024-01-26,Friday,16,21,sunny,False,False,
2024-01-26,Friday,17,35,sunny,False,False,
2024-01-26,Friday,18,57,sunny,False,False,
2024-01-26,Friday,19,88,sunny,False,False,
2024-01-26,Friday,20,82,sunny,False,False,
2024-01-26,Friday,21,59,sunny,False,False,
2024-01-26,Friday,22,32,sunny,False,False,
2024-01-27,Saturday,11,22,rainy,False,False,
2024-01-27,Saturday,12,53,rainy,False,False,
2024-01-27,Saturday,13,55,rainy,False,False,
2024-01-27,Saturday,14,54,rainy,False,False,
2024-01-27,Saturday,15,24,rainy,False,False,
2024-01-27,Saturday,16,15,rainy,False,False,
2024-01-27,Saturday,17,33,rainy,False,False,
2024-01-27,Saturday,18,57,rainy,False,False,
2024-01-27,Saturday,19,64,rainy,False,False,
2024-01-27,Saturday,20,64,rainy,False,False,
2024-01-27,Saturday,21,48,rainy,False,False,
2024-01-27,Saturday,22,27,rainy,False,False,
2024-01-28,Sunday,11,18,rainy,False,False,
2024-01-28,Sunday,12,42,rainy,False,False,
2024-01-28,Sunday,13,55,rainy,False,False,
2024-01-28,Sunday,14,41,rainy,False,False,
2024-01-28,Sunday,15,23,rainy,False,False,
2024-01-28,Sunday,16,14,rainy,False,False,
2024-01-28,Sunday,17,30,rainy,False,False,
2024-01-28,Sunday,18,45,rainy,False,False,
2024-01-28,Sunday,19,58,rainy,False,False,
2024-01-28,Sunday,20,52,rainy,False,False,
2024-01-28,Sunday,21,41,rainy,False,False,
2024-01-28,Sunday,22,22,rainy,False,False,
2024-01-29,Monday,11,12,rainy,False,False,
2024-01-29,Monday,12,26,rainy,False,False,
2024-01-29,Monday,13,32,rainy,False,False,
2024-01-29,Monday,14,22,rainy,False,False,
2024-01-29,Monday,15,10,rainy,False,False,
2024-01-29,Monday,16,6,rainy,False,False,
2024-01-29,Monday,17,14,rainy,False,False,
2024-01-29,Monday,18,25,rainy,False,False,
2024-01-29,Monday,19,31,rainy,False,False,
2024-01-29,Monday,20,32,rainy,False,False,
2024-01-29,Monday,21,22,rainy,False,False,
2024-01-29,Monday,22,12,rainy,False,False,
2024-01-30,Tuesday,11,16,cloudy,False,False,
2024-01-30,Tuesday,12,36,cloudy,False,False,
2024-01-30,Tuesday,13,49,cloudy,False,False,
2024-01-30,Tuesday,14,28,cloudy,False,False,
2024-01-30,Tuesday,15,17,cloudy,False,False,
2024-01-30,Tuesday,16,9,cloudy,False,False,
2024-01-30,Tuesday,17,24,cloudy,False,False,
2024-01-30,Tuesday,18,31,cloudy,False,False,
2024-01-30,Tuesday,19,39,cloudy,False,False,
2024-01-30,Tuesday,20,38,cloudy,False,False,
2024-01-30,Tuesday,21,24,cloudy,False,False,
2024-01-30,Tuesday,22,15,cloudy,False,False,
2024-01-31,Wednesday,11,14,cloudy,False,False,
2024-01-31,Wednesday,12,38,cloudy,False,False,
2024-01-31,Wednesday,13,48,cloudy,False,False,
2024-01-31,Wednesday,14,36,cloudy,False,False,
2024-01-31,Wednesday,15,19,cloudy,False,False,
2024-01-31,Wednesday,16,11,cloudy,False,False,
2024-01-31,Wednesday,17,23,cloudy,False,False,
2024-01-31,Wednesday,18,36,cloudy,False,False,
2024-01-31,Wednesday,19,46,cloudy,False,False,
2024-01-31,Wednesday,20,43,cloudy,False,False,
2024-01-31,Wednesday,21,33,cloudy,False,False,
2024-01-31,Wednesday,22,16,cloudy,False,False,
2024-02-01,Thursday,11,15,rainy,False,False,
2024-02-01,Thursday,12,38,rainy,False,False,
2024-02-01,Thursday,13,38,rainy,False,False,
2024-02-01,Thursday,14,30,rainy,False,False,
2024-02-01,Thursday,15,16,rainy,False,False,
2024-02-01,Thursday,16,10,rainy,False,False,
2024-02-01,Thursday,17,20,rainy,False,False,
2024-02-01,Thursday,18,35,rainy,False,False,
2024-02-01,Thursday,19,39,rainy,False,False,
2024-02-01,Thursday,20,41,rainy,False,False,
2024-02-01,Thursday,21,30,rainy,False,False,
2024-02-01,Thursday,22,17,rainy,False,False,
2024-02-02,Friday,11,22,rainy,False,False,
2024-02-02,Friday,12,53,rainy,False,False,
2024-02-02,Friday,13,55,rainy,False,False,
2024-02-02,Friday,14,41,rainy,False,False,
2024-02-02,Friday,15,23,rainy,False,False,
2024-02-02,Friday,16,15,rainy,False,False,
2024-02-02,Friday,17,28,rainy,False,False,
2024-02-02,Friday,18,51,rainy,False,False,
2024-02-02,Friday,19,59,rainy,False,False,
2024-02-02,Friday,20,61,rainy,False,False,
2024-02-02,Friday,21,44,rainy,False,False,
2024-02-02,Friday,22,23,rainy,False,False,
2024-02-03,Saturday,11,26,rainy,False,False,
2024-02-03,Saturday,12,63,rainy,False,False,
2024-02-03,Saturday,13,65,rainy,False,False,
2024-02-03,Saturday,14,54,rainy,False,False,
2024-02-03,Saturday,15,29,rainy,False,False,
2024-02-03,Saturday,16,13,rainy,False,False,
2024-02-03,Saturday,17,31,rainy,False,False,
2024-02-03,Saturday,18,46,rainy,False,False,
2024-02-03,Saturday,19,69,rainy,False,False,
2024-02-03,Saturday,20,72,rainy,False,False,
2024-02-03,Saturday,21,55,rainy,False,False,
2024-02-03,Saturday,22,27,rainy,False,False,
2024-02-04,Sunday,11,24,rainy,False,False,
2024-02-04,Sunday,12,52,rainy,False,False,
2024-02-04,Sunday,13,63,rainy,False,False,
2024-02-04,Sunday,14,48,rainy,False,False,
2024-02-04,Sunday,15,23,rainy,False,False,
2024-02-04,Sunday,16,12,rainy,False,False,
2024-02-04,Sunday,17,30,rainy,False,False,
2024-02-04,Sunday,18,51,rainy,False,False,
2024-02-04,Sunday,19,68,rainy,False,False,
2024-02-04,Sunday,20,53,rainy,False,False,
2024-02-04,Sunday,21,44,rainy,False,False,
2024-02-04,Sunday,22,24,rainy,False,False,
2024-02-05,Monday,11,12,rainy,False,False,
2024-02-05,Monday,12,24,rainy,False,False,
2024-02-05,Monday,13,32,rainy,False,False,
2024-02-05,Monday,14,22,rainy,False,False,
2024-02-05,Monday,15,12,rainy,False,False,
2024-02-05,Monday,16,8,rainy,False,False,
2024-02-05,Monday,17,15,rainy,False,False,
2024-02-05,Monday,18,27,rainy,False,False,
2024-02-05,Monday,19,32,rainy,False,False,
2024-02-05,Monday,20,30,rainy,False,False,
2024-02-05,Monday,21,23,rainy,False,False,
2024-02-05,Monday,22,11,rainy,False,False,
2024-02-06,Tuesday,11,12,rainy,False,False,
2024-02-06,Tuesday,12,23,rainy,False,False,
2024-02-06,Tuesday,13,34,rainy,False,False,
2024-02-06,Tuesday,14,25,rainy,False,False,
2024-02-06,Tuesday,15,14,rainy,False,False,
2024-02-06,Tuesday,16,8,rainy,False,False,
2024-02-06,Tuesday,17,18,rainy,False,False,
2024-02-06,Tuesday,18,26,rainy,False,False,
2024-02-06,Tuesday,19,33,rainy,False,False,
2024-02-06,Tuesday,20,35,rainy,False,False,
2024-02-06,Tuesday,21,23,rainy,False,False,
2024-02-06,Tuesday,22,12,rainy,False,False,
2024-02-07,Wednesday,11,12,rainy,False,False,
2024-02-07,Wednesday,12,34,rainy,False,False,
2024-02-07,Wednesday,13,43,rainy,False,False,
2024-02-07,Wednesday,14,27,rainy,False,False,
2024-02-07,Wednesday,15,15,rainy,False,False,
2024-02-07,Wednesday,16,9,rainy,False,False,
2024-02-07,Wednesday,17,23,rainy,False,False,
2024-02-07,Wednesday,18,33,rainy,False,False,
2024-02-07,Wednesday,19,38,rainy,False,False,
2024-02-07,Wednesday,20,34,rainy,False,False,
2024-02-07,Wednesday,21,23,rainy,False,False,
2024-02-07,Wednesday,22,15,rainy,False,False,
2024-02-08,Thursday,11,15,rainy,False,False,
2024-02-08,Thursday,12,34,rainy,False,False,
2024-02-08,Thursday,13,39,rainy,False,False,
2024-02-08,Thursday,14,29,rainy,False,False,
2024-02-08,Thursday,15,15,rainy,False,False,
2024-02-08,Thursday,16,9,rainy,False,False,
2024-02-08,Thursday,17,21,rainy,False,False,
2024-02-08,Thursday,18,36,rainy,False,False,
2024-02-08,Thursday,19,47,rainy,False,False,
2024-02-08,Thursday,20,44,rainy,False,False,
2024-02-08,Thursday,21,28,rainy,False,False,
2024-02-08,Thursday,22,16,rainy,False,False,
2024-02-09,Friday,11,30,cloudy,False,False,
2024-02-09,Friday,12,63,cloudy,False,False,
2024-02-09,Friday,13,70,cloudy,False,False,
2024-02-09,Friday,14,54,cloudy,False,False,
2024-02-09,Friday,15,27,cloudy,False,False,
2024-02-09,Friday,16,15,cloudy,False,False,
2024-02-09,Friday,17,39,cloudy,False,False,
2024-02-09,Friday,18,68,cloudy,False,False,
2024-02-09,Friday,19,67,cloudy,False,False,
2024-02-09,Friday,20,76,cloudy,False,False,
2024-02-09,Friday,21,50,cloudy,False,False,
2024-02-09,Friday,22,28,cloudy,False,False,
2024-02-10,Saturday,11,23,rainy,False,False,
2024-02-10,Saturday,12,54,rainy,False,False,
2024-02-10,Saturday,13,56,rainy,False,False,
2024-02-10,Saturday,14,54,rainy,False,False,
2024-02-10,Saturday,15,28,rainy,False,False,
2024-02-10,Saturday,16,15,rainy,False,False,
2024-02-10,Saturday,17,35,rainy,False,False,
2024-02-10,Saturday,18,56,rainy,False,False,
2024-02-10,Saturday,19,67,rainy,False,False,
2024-02-10,Saturday,20,65,rainy,False,False,
2024-02-10,Saturday,21,52,rainy,False,False,
2024-02-10,Saturday,22,27,rainy,False,False,
2024-02-11,Sunday,11,25,cloudy,False,False,
2024-02-11,Sunday,12,68,cloudy,False,False,
2024-02-11,Sunday,13,77,cloudy,False,False,
2024-02-11,Sunday,14,61,cloudy,False,False,
2024-02-11,Sunday,15,29,cloudy,False,False,
2024-02-11,Sunday,16,15,cloudy,False,False,
2024-02-11,Sunday,17,34,cloudy,False,False,
2024-02-11,Sunday,18,64,cloudy,False,False,
2024-02-11,Sunday,19,83,cloudy,False,False,
2024-02-11,Sunday,20,72,cloudy,False,False,
2024-02-11,Sunday,21,60,cloudy,False,False,
2024-02-11,Sunday,22,27,cloudy,False,False,
2024-02-12,Monday,11,14,rainy,False,False,
2024-02-12,Monday,12,23,rainy,False,False,
2024-02-12,Monday,13,33,rainy,False,False,
2024-02-12,Monday,14,23,rainy,False,False,
2024-02-12,Monday,15,12,rainy,False,False,
2024-02-12,Monday,16,8,rainy,False,False,
2024-02-12,Monday,17,17,rainy,False,False,
2024-02-12,Monday,18,27,rainy,False,False,
2024-02-12,Monday,19,31,rainy,False,False,
2024-02-12,Monday,20,38,rainy,False,False,
2024-02-12,Monday,21,20,rainy,False,False,
2024-02-12,Monday,22,11,rainy,False,False,
2024-02-13,Tuesday,11,18,sunny,False,False,
2024-02-13,Tuesday,12,39,sunny,False,False,
2024-02-13,Tuesday,13,51,sunny,False,False,
2024-02-13,Tuesday,14,36,sunny,False,False,
2024-02-13,Tuesday,15,21,sunny,False,False,
2024-02-13,Tuesday,16,11,sunny,False,False,
2024-02-13,Tuesday,17,25,sunny,False,False,
2024-02-13,Tuesday,18,38,sunny,False,False,
2024-02-13,Tuesday,19,49,sunny,False,False,
2024-02-13,Tuesday,20,47,sunny,False,False,
2024-02-13,Tuesday,21,37,sunny,False,False,
2024-02-13,Tuesday,22,19,sunny,False,False,
2024-02-14,Wednesday,11,25,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,12,71,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,13,85,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,14,67,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,15,32,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,16,21,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,17,39,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,18,56,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,19,94,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,20,78,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,21,53,cloudy,True,True,Valentine's Day
2024-02-14,Wednesday,22,33,cloudy,True,True,Valentine's Day
2024-02-15,Thursday,11,24,sunny,False,False,
2024-02-15,Thursday,12,42,sunny,False,False,
2024-02-15,Thursday,13,65,sunny,False,False,
2024-02-15,Thursday,14,48,sunny,False,False,
